Population	Species	Date	Month	Subpopulation	Quadrat	Cauloid_size (cm)	Fertility (0-4)	Leaf_size (cm)	Comments
PdS	Cystoseira_crinita	11/22/2017	November	P-sud	15	5	1		
PdS	Cystoseira_crinita	11/22/2017	November	P-sud	15	4	1		
PdS	Cystoseira_crinita	11/22/2017	November	P-sud	16	5	3		
PdS	Cystoseira_crinita	11/22/2017	November	P-sud	16	4	1		
PdS	Cystoseira_crinita	11/22/2017	November	P-sud	16	2	1		
PdS	Cystoseira_crinita	11/22/2017	November	P-sud	16	1			
PdS	Cystoseira_crinita	11/22/2017	November	P-sud	16	0.5			
PdS	Cystoseira_crinita	11/22/2017	November	P-sud	16	0.1			
PdS	Cystoseira_crinita	11/22/2017	November	P-sud	16	0.5			
PdS	Cystoseira_crinita	11/22/2017	November	P-sud	16	0.5			
PdS	Cystoseira_crinita	11/22/2017	November	P-sud	16	0.7			
PdS	Cystoseira_crinita	11/22/2017	November	P-sud	16	0.1			
PdS	Cystoseira_crinita	11/22/2017	November	P-sud	16	0.1			
PdS	Cystoseira_crinita	11/22/2017	November	P-sud	16	0.1			
PdS	Cystoseira_crinita	11/22/2017	November	P-sud	16	0.1			
PdS	Cystoseira_crinita	11/22/2017	November	P-sud	16	0.1			
PdS	Cystoseira_crinita	11/22/2017	November	P-sud	16	0.1			
PdS	Cystoseira_crinita	11/22/2017	November	P-sud	16	0.1			
PdS	Cystoseira_crinita	11/22/2017	November	P-sud	16	0.3			
PdS	Cystoseira_crinita	11/22/2017	November	P-sud	16	0.3			
PdS	Cystoseira_crinita	11/22/2017	November	P-sud	16	0.3			
PdS	Cystoseira_crinita	11/22/2017	November	P-sud	16	1			
PdS	Cystoseira_crinita	11/22/2017	November	P-sud	16	0.5			
PdS	Cystoseira_crinita	11/22/2017	November	P-sud	16	0.5			
PdS	Cystoseira_crinita	11/22/2017	November	P-sud	16	5	3		
PdS	Cystoseira_crinita	11/22/2017	November	P-sud	17	1			
PdS	Cystoseira_crinita	11/22/2017	November	P-sud	17	8	2		
PdS	Cystoseira_crinita	11/22/2017	November	P-sud	17	3	1		
PdS	Cystoseira_crinita	11/22/2017	November	P-sud	17	6.5	2		
PdS	Cystoseira_crinita	11/22/2017	November	P-sud	17	0.5			
PdS	Cystoseira_crinita	11/22/2017	November	P-sud	17	0.5			
PdS	Cystoseira_crinita	11/22/2017	November	P-sud	17	6	2		
PdS	Cystoseira_crinita	11/22/2017	November	P-sud	17	5.5	2		
PdS	Cystoseira_crinita	11/22/2017	November	P-sud	18	4.5	2		
PdS	Cystoseira_crinita	11/22/2017	November	P-sud	18	6	2		
PdS	Cystoseira_crinita	11/22/2017	November	P-sud	18	5	3		
PdS	Cystoseira_crinita	11/22/2017	November	P-sud	18	3.5	2		
PdS	Cystoseira_crinita	11/22/2017	November	P-sud	18	6	2		
PdS	Cystoseira_crinita	11/22/2017	November	P-sud	18	0.5			
PdS	Cystoseira_crinita	11/22/2017	November	P-sud	18	0.5			
PdS	Cystoseira_crinita	11/22/2017	November	P-sud	18	0.5			
PdS	Cystoseira_crinita	11/22/2017	November	P-sud	18	0.5			
PdS	Cystoseira_crinita	11/22/2017	November	P-sud	18	0.5			
PdS	Cystoseira_crinita	11/22/2017	November	P-sud	18	0.5			
PdS	Cystoseira_crinita	11/22/2017	November	P-sud	18	8	1		
PdS	Cystoseira_crinita	11/22/2017	November	P-sud	18	7	1		
PdS	Cystoseira_crinita	11/22/2017	November	P-sud	18	0.3			
PdS	Cystoseira_crinita	11/22/2017	November	P-sud	18	0.3			
PdS	Cystoseira_crinita	11/22/2017	November	P-sud	18	0.3			
PdS	Cystoseira_crinita	11/22/2017	November	P-sud	18	0.5			
PdS	Cystoseira_crinita	11/22/2017	November	P-sud	19	11	2		
PdS	Cystoseira_crinita	11/22/2017	November	P-sud	19	4	1		
PdS	Cystoseira_crinita	11/22/2017	November	P-sud	19	8.5	2		
PdS	Cystoseira_crinita	11/22/2017	November	P-sud	19	7.5	2		
PdS	Cystoseira_crinita	11/22/2017	November	P-sud	19	7.5	2		
PdS	Cystoseira_crinita	11/22/2017	November	P-sud	19	7	2		
PdS	Cystoseira_crinita	11/22/2017	November	P-sud	19	8	2		
PdS	Cystoseira_crinita	11/22/2017	November	P-sud	19	7	1		
PdS	Cystoseira_crinita	11/22/2017	November	P-sud	19	2.7			
PdS	Cystoseira_crinita	11/22/2017	November	P-sud	19	2.5			
PdS	Cystoseira_crinita	11/22/2017	November	P-sud	19	0.5			
PdS	Cystoseira_crinita	11/22/2017	November	P-sud	19	0.5			
PdS	Cystoseira_crinita	11/22/2017	November	P-sud	19	0.5			
PdS	Cystoseira_crinita	11/22/2017	November	P-sud	19	0.5			
PdS	Cystoseira_crinita	11/22/2017	November	P-sud	20	6	1		
PdS	Cystoseira_crinita	11/22/2017	November	P-sud	20	6.5	2		
PdS	Cystoseira_crinita	11/22/2017	November	P-sud	20	8	1		
PdS	Cystoseira_crinita	11/22/2017	November	P-sud	20	0.5			
PdS	Cystoseira_crinita	11/22/2017	November	P-sud	20	0.5			
PdS	Cystoseira_crinita	11/22/2017	November	P-sud	20	8	1		
PdS	Cystoseira_crinita	11/22/2017	November	P-sud	20	11	2		
PdS	Cystoseira_crinita	11/22/2017	November	P-sud	20	9	1		
PdS	Cystoseira_crinita	11/22/2017	November	P-sud	20	11.5	1		
PdS	Cystoseira_crinita	11/22/2017	November	P-sud	20	7	1		
PdS	Cystoseira_crinita	11/22/2017	November	P-sud	20	1			
PdS	Cystoseira_crinita	11/22/2017	November	P-sud	20	4			
PdS	Cystoseira_elegans	11/22/2017	November	P-sud	18	4			
PdS	Cystoseira_spinosa	11/22/2017	November	P-nord	6	5	4		
PdS	Cystoseira_spinosa	11/22/2017	November	P-nord	8	4.5			
PdS	Cystoseira_spinosa	11/22/2017	November	P-sud	9	0.5			
PdS	Cystoseira_spinosa	11/22/2017	November	P-sud	9	0.3			
PdS	Cystoseira_spinosa	11/22/2017	November	P-sud	9	1.5			
PdS	Cystoseira_spinosa	11/22/2017	November	P-sud	10	2			
PdS	Cystoseira_spinosa	11/22/2017	November	P-sud	10	1			
PdS	Cystoseira_spinosa	11/22/2017	November	P-sud	10	1			
PdS	Cystoseira_spinosa	11/22/2017	November	P-sud	11	2			
PdS	Cystoseira_spinosa	11/22/2017	November	P-sud	12	3.5			
PdS	Cystoseira_spinosa	11/22/2017	November	P-sud	13	3			
PdS	Cystoseira_spinosa	11/22/2017	November	P-sud	13	3			
PdS	Cystoseira_spinosa	11/22/2017	November	P-sud	13	4			
PdS	Cystoseira_spinosa	11/22/2017	November	P-sud	13	3			
PdS	Cystoseira_spinosa	11/22/2017	November	P-sud	13	1			
PdS	Cystoseira_spinosa	11/22/2017	November	P-sud	15	3			
PdS	Cystoseira_spinosa	11/22/2017	November	P-sud	16	2			
PdS	Cystoseira_spinosa	11/22/2017	November	P-sud	16	2			
PdS	Cystoseira_spinosa	11/22/2017	November	P-sud	16	2			
PdS	Cystoseira_spinosa	11/22/2017	November	P-sud	16	1			
PdS	Cystoseira_spinosa	11/22/2017	November	P-sud	16	1			
PdS	Cystoseira_spinosa	11/22/2017	November	P-sud	16	2			
PdS	Cystoseira_spinosa	11/22/2017	November	P-sud	16	3			
PdS	Cystoseira_spinosa	11/22/2017	November	P-sud	16	2			
PdS	Cystoseira_spinosa	11/22/2017	November	P-sud	18	4			
PdS	Cystoseira_spinosa	11/22/2017	November	P-sud	18	4			
PdS	Cystoseira_spinosa	11/22/2017	November	P-sud	18	2			
PdS	Cystoseira_spinosa	11/22/2017	November	P-sud	18	1.5			
PdS	Cystoseira_spinosa	11/22/2017	November	P-sud	18	2.5			
PdS	Cystoseira_spinosa	11/22/2017	November	P-sud	18	2.5			
PdS	Cystoseira_spinosa	11/22/2017	November	P-sud	18	3			
PdS	Cystoseira_spinosa	11/22/2017	November	P-sud	18	4			
PdS	Cystoseira_spinosa	11/22/2017	November	P-sud	19	5			
PdS	Cystoseira_spinosa	11/22/2017	November	P-sud	20	2			
PdS	Cystoseira_spinosa	1/16/2018	January	P-sud	2	2	0		
PdS	Cystoseira_spinosa	1/16/2018	January	P-sud	3	2	0		
PdS	Cystoseira_spinosa	1/16/2018	January	P-sud	5	3	0		
PdS	Cystoseira_spinosa	1/16/2018	January	P-sud	6	3	0		
PdS	Cystoseira_spinosa	1/16/2018	January	P-sud	7	2	0		
PdS	Cystoseira_spinosa	1/16/2018	January	P-sud	9	2	0		
PdS	Cystoseira_spinosa	1/16/2018	January	P-sud	10	4	0		
PdS	Cystoseira_spinosa	1/16/2018	January	P-sud	10	3	0		
PdS	Cystoseira_spinosa	1/16/2018	January	P-sud	11	3	0		
PdS	Cystoseira_spinosa	1/16/2018	January	P-sud	11	3	0		
PdS	Cystoseira_spinosa	1/16/2018	January	P-sud	12	2	0		
PdS	Cystoseira_spinosa	1/16/2018	January	P-sud	13	2	0		
PdS	Cystoseira_spinosa	1/16/2018	January	P-sud	13	1	0		
PdS	Cystoseira_spinosa	1/16/2018	January	P-sud	13	1	0		
PdS	Cystoseira_spinosa	1/16/2018	January	P-sud	14	2	0		
PdS	Cystoseira_spinosa	1/16/2018	January	P-sud	16	3.5	0		
PdS	Cystoseira_spinosa	1/16/2018	January	P-sud	16	2.5	0		
PdS	Cystoseira_spinosa	1/16/2018	January	P-sud	16	2.5	0		
PdS	Cystoseira_spinosa	1/16/2018	January	P-sud	16	2.5	0		
PdS	Cystoseira_spinosa	1/16/2018	January	P-sud	18	2.2	0		
PdS	Cystoseira_crinita	1/16/2018	January	P-sud	1	6.3	0		
PdS	Cystoseira_crinita	1/16/2018	January	P-sud	1	4.6	0		
PdS	Cystoseira_crinita	1/16/2018	January	P-sud	2	6.2	0		
PdS	Cystoseira_crinita	1/16/2018	January	P-sud	2	4	0		
PdS	Cystoseira_crinita	1/16/2018	January	P-sud	3	3	0		
PdS	Cystoseira_crinita	1/16/2018	January	P-sud	3	8.5	0		
PdS	Cystoseira_crinita	1/16/2018	January	P-sud	4	5	0		
PdS	Cystoseira_crinita	1/16/2018	January	P-sud	4	5	0		
PdS	Cystoseira_crinita	1/16/2018	January	P-sud	5	4	0		
PdS	Cystoseira_crinita	1/16/2018	January	P-sud	5	5	0		
PdS	Cystoseira_crinita	1/16/2018	January	P-sud	5	7	0		
PdS	Cystoseira_crinita	1/16/2018	January	P-sud	6	5.5	0		
PdS	Cystoseira_crinita	1/16/2018	January	P-sud	6	3.5	0		
PdS	Cystoseira_crinita	1/16/2018	January	P-sud	7	5	0		
PdS	Cystoseira_crinita	1/16/2018	January	P-sud	7	7	0		
PdS	Cystoseira_crinita	1/16/2018	January	P-sud	8	6	0		
PdS	Cystoseira_crinita	1/16/2018	January	P-sud	8	4	0		
PdS	Cystoseira_crinita	1/16/2018	January	P-sud	8	4.5	0		
PdS	Cystoseira_crinita	1/16/2018	January	P-sud	8	2.5	0		
PdS	Cystoseira_crinita	1/16/2018	January	P-sud	9	6	0		
PdS	Cystoseira_crinita	1/16/2018	January	P-sud	9	4.5	0		
PdS	Cystoseira_crinita	1/16/2018	January	P-sud	10	3	0		
PdS	Cystoseira_crinita	1/16/2018	January	P-sud	10	4	0		
PdS	Cystoseira_crinita	1/16/2018	January	P-sud	10	3.5	0		
PdS	Cystoseira_crinita	1/16/2018	January	P-sud	10	3.5	0		
PdS	Cystoseira_crinita	1/16/2018	January	P-sud	10	6	0		
PdS	Cystoseira_crinita	1/16/2018	January	P-sud	11	7	0		
PdS	Cystoseira_crinita	1/16/2018	January	P-sud	11	3.5	0		
PdS	Cystoseira_crinita	1/16/2018	January	P-sud	11	2.5	0		
PdS	Cystoseira_crinita	1/16/2018	January	P-sud	12	2	0		
PdS	Cystoseira_crinita	1/16/2018	January	P-sud	12	8	0		
PdS	Cystoseira_crinita	1/16/2018	January	P-sud	12	5	0		
PdS	Cystoseira_crinita	1/16/2018	January	P-sud	13	3	0		
PdS	Cystoseira_crinita	1/16/2018	January	P-sud	13	6	0		
PdS	Cystoseira_crinita	1/16/2018	January	P-sud	14	4.5	0		
PdS	Cystoseira_crinita	1/16/2018	January	P-sud	14	5	0		
PdS	Cystoseira_crinita	1/16/2018	January	P-sud	14	2.5	0		
PdS	Cystoseira_crinita	1/16/2018	January	P-sud	14	6.5	0		
PdS	Cystoseira_crinita	1/16/2018	January	P-sud	15	3	0		
PdS	Cystoseira_crinita	1/16/2018	January	P-sud	15	8	0		
PdS	Cystoseira_crinita	1/16/2018	January	P-sud	15	8.5	0		
PdS	Cystoseira_crinita	1/16/2018	January	P-sud	15	5	0		
PdS	Cystoseira_crinita	1/16/2018	January	P-sud	15	1	0		
PdS	Cystoseira_crinita	1/16/2018	January	P-sud	16	9	0		
PdS	Cystoseira_crinita	1/16/2018	January	P-sud	16	3	0		
PdS	Cystoseira_crinita	1/16/2018	January	P-sud	16	8	0		
PdS	Cystoseira_crinita	1/16/2018	January	P-sud	16	7	0		
PdS	Cystoseira_crinita	1/16/2018	January	P-sud	16	5.2	0		
PdS	Cystoseira_crinita	1/16/2018	January	P-sud	16	4.5	0		
PdS	Cystoseira_crinita	1/16/2018	January	P-sud	17	11	0		
PdS	Cystoseira_crinita	1/16/2018	January	P-sud	17	13	0		
PdS	Cystoseira_crinita	1/16/2018	January	P-sud	17	10	0		
PdS	Cystoseira_crinita	1/16/2018	January	P-sud	17	10	0		
PdS	Cystoseira_crinita	1/16/2018	January	P-sud	17	6	0		
PdS	Cystoseira_crinita	1/16/2018	January	P-sud	17	5.5	0		
PdS	Cystoseira_crinita	1/16/2018	January	P-sud	17	8	0		
PdS	Cystoseira_crinita	1/16/2018	January	P-sud	17	11	0		
PdS	Cystoseira_crinita	1/16/2018	January	P-sud	18	7	0		
PdS	Cystoseira_crinita	1/16/2018	January	P-sud	18	10.4	0		
PdS	Cystoseira_crinita	1/16/2018	January	P-sud	18	1	0		
PdS	Cystoseira_crinita	1/16/2018	January	P-sud	18	0.5	0		
PdS	Cystoseira_crinita	1/16/2018	January	P-sud	18	0.5	0		
PdS	Cystoseira_crinita	1/16/2018	January	P-sud	18	0.1	0		
PdS	Cystoseira_crinita	1/16/2018	January	P-sud	18	0.1	0		
PdS	Cystoseira_crinita	1/16/2018	January	P-sud	18	0.1	0		
PdS	Cystoseira_crinita	1/16/2018	January	P-sud	18	0.5	0		
PdS	Cystoseira_crinita	1/16/2018	January	P-sud	18	0.5	0		
PdS	Cystoseira_crinita	1/16/2018	January	P-sud	18	2.2	0		
PdS	Cystoseira_crinita	1/16/2018	January	P-sud	18	4.6	0		
PdS	Cystoseira_crinita	1/16/2018	January	P-sud	18	8	0		
PdS	Cystoseira_crinita	1/16/2018	January	P-sud	18	11	0		
PdS	Cystoseira_crinita	1/16/2018	January	P-sud	18	0.5	0		
PdS	Cystoseira_crinita	1/16/2018	January	P-sud	18	0.1	0		
PdS	Cystoseira_crinita	1/16/2018	January	P-sud	18	0.1	0		
PdS	Cystoseira_crinita	1/16/2018	January	P-sud	18	0.1	0		
PdS	Cystoseira_crinita	1/16/2018	January	P-sud	18	0.1	0		
PdS	Cystoseira_crinita	1/16/2018	January	P-nord	19	10	0		
PdS	Cystoseira_crinita	1/16/2018	January	P-nord	19	2	0		
PdS	Cystoseira_crinita	1/16/2018	January	P-nord	19	6.5	0		
PdS	Cystoseira_crinita	1/16/2018	January	P-nord	19	7.8	0		
PdS	Cystoseira_crinita	1/16/2018	January	P-nord	19	6.5	0		
PdS	Cystoseira_crinita	1/16/2018	January	P-nord	19	3	0		
PdS	Cystoseira_crinita	1/16/2018	January	P-nord	20	10	0		
PdS	Cystoseira_crinita	1/16/2018	January	P-nord	20	10.5	1		
PdS	Cystoseira_crinita	1/16/2018	January	P-nord	20	3	0		
PdS	Cystoseira_crinita	1/16/2018	January	P-nord	20	9	0		
PdS	Cystoseira_crinita	1/16/2018	January	P-nord	20	12	1		
PdS	Cystoseira_crinita	1/16/2018	January	P-nord	20	6.8	0		
PdS	Cystoseira_crinita	1/16/2018	January	P-nord	20	9.7	1		
PdS	Cystoseira_crinita	1/16/2018	January	P-nord	20	15	1		
PdS	Cystoseira_crinita	1/16/2018	January	P-nord	21	3	0		
PdS	Cystoseira_crinita	1/16/2018	January	P-nord	21	1.5	0		
PdS	Cystoseira_crinita	1/16/2018	January	P-nord	21	5	0		
PdS	Cystoseira_crinita	1/16/2018	January	P-nord	21	5.5	0		
PdS	Cystoseira_crinita	1/16/2018	January	P-nord	21	6	0		
PdS	Cystoseira_crinita	1/16/2018	January	P-nord	21	11	1		
PdS	Cystoseira_crinita	1/16/2018	January	P-nord	21	8	0		
PdS	Cystoseira_crinita	1/16/2018	January	P-nord	21	7.7	0		
PdS	Cystoseira_crinita	1/16/2018	January	P-nord	21	10	0		
PdS	Cystoseira_crinita	1/16/2018	January	P-nord	22	3	0		
PdS	Cystoseira_crinita	1/16/2018	January	P-nord	22	5	0		
PdS	Cystoseira_crinita	1/16/2018	January	P-nord	22	3	0		
PdS	Cystoseira_crinita	1/16/2018	January	P-nord	22	6	0		
PdS	Cystoseira_crinita	1/16/2018	January	P-nord	22	9	0		
PdS	Cystoseira_crinita	1/16/2018	January	P-nord	22	10	0		
PdS	Cystoseira_crinita	1/16/2018	January	P-nord	22	8.5	0		
PdS	Cystoseira_crinita	1/16/2018	January	P-nord	22	11	0		
PdS	Cystoseira_crinita	1/16/2018	January	P-nord	22	9.2	0		
PdS	Cystoseira_crinita	1/16/2018	January	P-nord	22	11.5	0		
PdS	Cystoseira_crinita	1/16/2018	January	P-nord	23	11	1		
PdS	Cystoseira_crinita	1/16/2018	January	P-nord	23	5	0		
PdS	Cystoseira_crinita	1/16/2018	January	P-nord	23	4	0		
PdS	Cystoseira_crinita	1/16/2018	January	P-nord	23	0.5	0		
PdS	Cystoseira_crinita	1/16/2018	January	P-nord	23	0.5	0		
PdS	Cystoseira_crinita	1/16/2018	January	P-nord	23	6.5	0		
PdS	Cystoseira_crinita	1/16/2018	January	P-nord	23	9	1		
PdS	Cystoseira_crinita	1/16/2018	January	P-nord	23	2.5	0		
PdS	Cystoseira_crinita	1/16/2018	January	P-nord	23	7	0		
PdS	Cystoseira_crinita	1/16/2018	January	P-nord	24	3	0		
PdS	Cystoseira_crinita	1/16/2018	January	P-nord	24	11	1		
PdS	Cystoseira_crinita	1/16/2018	January	P-nord	24	10	0		
PdS	Cystoseira_crinita	1/16/2018	January	P-nord	24	7.6	0		
PdS	Cystoseira_crinita	1/16/2018	January	P-nord	24	10.5	0		
PdS	Cystoseira_crinita	1/16/2018	January	P-nord	24	10.1	0		
PdS	Cystoseira_crinita	1/16/2018	January	P-nord	25	11.5	0		
PdS	Cystoseira_crinita	1/16/2018	January	P-nord	25	15.5	1		
PdS	Cystoseira_crinita	1/16/2018	January	P-nord	25	12	0		
PdS	Cystoseira_crinita	1/16/2018	January	P-nord	25	0.5	0		
PdS	Cystoseira_crinita	1/16/2018	January	P-nord	25	1.5	0		
PdS	Cystoseira_crinita	1/16/2018	January	P-nord	25	16	1		
PdS	Cystoseira_crinita	4/20/2018	April	P_nord	1	10	1		
PdS	Cystoseira_crinita	4/20/2018	April	P_nord	1	7			
PdS	Cystoseira_crinita	4/20/2018	April	P_nord	1	13.5	1		
PdS	Cystoseira_crinita	4/20/2018	April	P_nord	1	14	4		
PdS	Cystoseira_crinita	4/20/2018	April	P_nord	1	20.5	2		
PdS	Cystoseira_crinita	4/20/2018	April	P_nord	1	9.5			
PdS	Cystoseira_crinita	4/20/2018	April	P_nord	1	16	2		
PdS	Cystoseira_crinita	4/20/2018	April	P_nord	2	4	2		
PdS	Cystoseira_crinita	4/20/2018	April	P_nord	2	6			
PdS	Cystoseira_crinita	4/20/2018	April	P_nord	2	8	3		
PdS	Cystoseira_crinita	4/20/2018	April	P_nord	2	5			
PdS	Cystoseira_crinita	4/20/2018	April	P_nord	2	17.5	3		
PdS	Cystoseira_crinita	4/20/2018	April	P_nord	2	14	2		
PdS	Cystoseira_crinita	4/20/2018	April	P_nord	3	4.5	1		
PdS	Cystoseira_crinita	4/20/2018	April	P_nord	3	13.5	1		
PdS	Cystoseira_crinita	4/20/2018	April	P_nord	3	1.5			
PdS	Cystoseira_crinita	4/20/2018	April	P_nord	3	10.5			
PdS	Cystoseira_crinita	4/20/2018	April	P_nord	3	3.5			
PdS	Cystoseira_crinita	4/20/2018	April	P_nord	3	13	2		
PdS	Cystoseira_crinita	4/20/2018	April	P_nord	3	14.5	3		
PdS	Cystoseira_crinita	4/20/2018	April	P_nord	3	16	4		
PdS	Cystoseira_crinita	4/20/2018	April	P_nord	3	15.5	2		
PdS	Cystoseira_crinita	4/20/2018	April	P_nord	3	18	3		
PdS	Cystoseira_crinita	4/20/2018	April	P_nord	4	13.5	2		
PdS	Cystoseira_crinita	4/20/2018	April	P_nord	4	14	3		
PdS	Cystoseira_crinita	4/20/2018	April	P_nord	4	13	3		
PdS	Cystoseira_crinita	4/20/2018	April	P_nord	4	13	4		
PdS	Cystoseira_crinita	4/20/2018	April	P_nord	5	12	3		
PdS	Cystoseira_crinita	4/20/2018	April	P_nord	5	10.5	2		
PdS	Cystoseira_crinita	4/20/2018	April	P_nord	5	9			
PdS	Cystoseira_crinita	4/20/2018	April	P_nord	5	14	2		
PdS	Cystoseira_crinita	4/20/2018	April	P_nord	5	3.5			
PdS	Cystoseira_crinita	4/20/2018	April	P_nord	5	6			
PdS	Cystoseira_crinita	4/20/2018	April	P_nord	5	16	3		
PdS	Cystoseira_crinita	4/20/2018	April	P_nord	5	13	2		
PdS	Cystoseira_crinita	4/20/2018	April	P_nord	5	10	4		
PdS	Cystoseira_crinita	4/20/2018	April	P_nord	6	12.5	2		
PdS	Cystoseira_crinita	4/20/2018	April	P_nord	6	4.5	2		
PdS	Cystoseira_crinita	4/20/2018	April	P_nord	6	4			
PdS	Cystoseira_crinita	4/20/2018	April	P_nord	6	6.5	1		
PdS	Cystoseira_crinita	4/20/2018	April	P_nord	6	5			
PdS	Cystoseira_crinita	4/20/2018	April	P_nord	6	7.5			
PdS	Cystoseira_crinita	4/20/2018	April	P_nord	6	8			
PdS	Cystoseira_crinita	4/20/2018	April	P_nord	6	10	1		
PdS	Cystoseira_crinita	4/20/2018	April	P_nord	6	12	3		
PdS	Cystoseira_crinita	4/20/2018	April	P_nord	7	10	3		
PdS	Cystoseira_crinita	4/20/2018	April	P_nord	7	7.5	3		
PdS	Cystoseira_crinita	4/20/2018	April	P_nord	7	8.5	3		
PdS	Cystoseira_crinita	4/20/2018	April	P_nord	7	9	3		
PdS	Cystoseira_crinita	4/20/2018	April	P_nord	7	11.5	4		
PdS	Cystoseira_crinita	4/20/2018	April	P_nord	7	13	4		
PdS	Cystoseira_crinita	4/20/2018	April	P_nord	7	15.5	3		
PdS	Cystoseira_crinita	4/20/2018	April	P_nord	8	13.5	3		
PdS	Cystoseira_crinita	4/20/2018	April	P_nord	8	14	4		
PdS	Cystoseira_crinita	4/20/2018	April	P_nord	8	11	3		
PdS	Cystoseira_crinita	4/20/2018	April	P_nord	8	14.5	3		
PdS	Cystoseira_crinita	4/20/2018	April	P_nord	8	14	4		
PdS	Cystoseira_crinita	4/20/2018	April	P_nord	8	11.5	3		
PdS	Cystoseira_crinita	4/20/2018	April	P_nord	9	0.5			
PdS	Cystoseira_crinita	4/20/2018	April	P_nord	9	0.5			
PdS	Cystoseira_crinita	4/20/2018	April	P_nord	9	0.5			
PdS	Cystoseira_crinita	4/20/2018	April	P_nord	9	0.5			
PdS	Cystoseira_crinita	4/20/2018	April	P_nord	9	3.2	2		
PdS	Cystoseira_crinita	4/20/2018	April	P_nord	10	1.5			
PdS	Cystoseira_crinita	4/20/2018	April	P_nord	10	10	2		
PdS	Cystoseira_crinita	4/20/2018	April	P_nord	10	3.5	4		
PdS	Cystoseira_crinita	4/20/2018	April	P_nord	10	7			
PdS	Cystoseira_crinita	4/20/2018	April	P_nord	10	6.5			
PdS	Cystoseira_crinita	4/20/2018	April	P_nord	10	5			
PdS	Cystoseira_crinita	4/20/2018	April	P_nord	10	7	4		
PdS	Cystoseira_crinita	4/20/2018	April	P_nord	10	6.5	3		
PdS	Cystoseira_crinita	4/20/2018	April	P_nord	11	10.5	4		
PdS	Cystoseira_crinita	4/20/2018	April	P_nord	11	16	2		
PdS	Cystoseira_crinita	4/20/2018	April	P_nord	11	9	3		
PdS	Cystoseira_crinita	4/20/2018	April	P_nord	11	5.5	3		
PdS	Cystoseira_crinita	4/20/2018	April	P_sud	12	9	3		
PdS	Cystoseira_crinita	4/20/2018	April	P_sud	12	12.5	3		
PdS	Cystoseira_crinita	4/20/2018	April	P_sud	12	6.5			
PdS	Cystoseira_crinita	4/20/2018	April	P_sud	12	7	4		
PdS	Cystoseira_crinita	4/20/2018	April	P_sud	12	12.5	3		
PdS	Cystoseira_crinita	4/20/2018	April	P_sud	12	10.5	3		
PdS	Cystoseira_crinita	4/20/2018	April	P_sud	12	13.5	3		
PdS	Cystoseira_crinita	4/20/2018	April	P_sud	12	10.8	2		
PdS	Cystoseira_crinita	4/20/2018	April	P_sud	12	13	3		
PdS	Cystoseira_crinita	4/20/2018	April	P_sud	12	14	2		
PdS	Cystoseira_crinita	4/20/2018	April	P_sud	13	7	2		
PdS	Cystoseira_crinita	4/20/2018	April	P_sud	13	9	2		
PdS	Cystoseira_crinita	4/20/2018	April	P_sud	13	4	4		
PdS	Cystoseira_crinita	4/20/2018	April	P_sud	13	9	3		
PdS	Cystoseira_crinita	4/20/2018	April	P_sud	13	7	2		
PdS	Cystoseira_crinita	4/20/2018	April	P_sud	13	8	2		
PdS	Cystoseira_crinita	4/20/2018	April	P_sud	13	7	4		
PdS	Cystoseira_crinita	4/20/2018	April	P_sud	14	4	3		
PdS	Cystoseira_crinita	4/20/2018	April	P_sud	14	6	4		
PdS	Cystoseira_crinita	4/20/2018	April	P_sud	15	0.5			
PdS	Cystoseira_crinita	4/20/2018	April	P_sud	15	1.5			
PdS	Cystoseira_crinita	4/20/2018	April	P_sud	15	2			
PdS	Cystoseira_crinita	4/20/2018	April	P_sud	15	5	4		
PdS	Cystoseira_crinita	4/20/2018	April	P_sud	15	0.5			
PdS	Cystoseira_crinita	4/20/2018	April	P_sud	15	0.5			
PdS	Cystoseira_crinita	4/20/2018	April	P_sud	15	0.5			
PdS	Cystoseira_crinita	4/20/2018	April	P_sud	15	0.5			
PdS	Cystoseira_crinita	4/20/2018	April	P_sud	15	0.5			
PdS	Cystoseira_crinita	4/20/2018	April	P_sud	15	1			
PdS	Cystoseira_crinita	4/20/2018	April	P_sud	15	1.5			
PdS	Cystoseira_crinita	4/20/2018	April	P_sud	15	2			
PdS	Cystoseira_crinita	4/20/2018	April	P_sud	15	4			
PdS	Cystoseira_crinita	4/20/2018	April	P_sud	15	2.5			
PdS	Cystoseira_crinita	4/20/2018	April	P_sud	15	7	4		
PdS	Cystoseira_crinita	4/20/2018	April	P_sud	15	9.5	2		
PdS	Cystoseira_crinita	4/20/2018	April	P_sud	15	8	2		
PdS	Cystoseira_crinita	4/20/2018	April	P_sud	16	8	4		
PdS	Cystoseira_crinita	4/20/2018	April	P_sud	16	5	3		
PdS	Cystoseira_crinita	4/20/2018	April	P_sud	16	6	3		
PdS	Cystoseira_crinita	4/20/2018	April	P_sud	16	7	3		
PdS	Cystoseira_crinita	4/20/2018	April	P_sud	16	4.5	4		
PdS	Cystoseira_crinita	4/20/2018	April	P_sud	17	3	4		
PdS	Cystoseira_crinita	4/20/2018	April	P_sud	17	0.5			
PdS	Cystoseira_crinita	4/20/2018	April	P_sud	17	0.5			
PdS	Cystoseira_crinita	4/20/2018	April	P_sud	17	0.5			
PdS	Cystoseira_crinita	4/20/2018	April	P_sud	17	1			
