Population	Species	Date	Month	Quadrat	Cauloid_size	Leaf_size	Fertility	Comments
Cala Estreta	Cystoseira mediterranea	1/24/2024	January	8	6.00	6.00	0	
Cala Estreta	Cystoseira mediterranea	1/24/2024	January	9	5.00	5.00	0	
Cala Estreta	Cystoseira mediterranea	1/24/2024	January	9	7.00	8.00	0	
Cala Estreta	Cystoseira mediterranea	1/24/2024	January	9	7.00	8.00	0	
Cala Estreta	Cystoseira mediterranea	1/24/2024	January	9	6.00	7.00	0	
Cala Estreta	Cystoseira mediterranea	1/24/2024	January	9	3.00	4.5	0	
Cala Estreta	Cystoseira mediterranea	1/24/2024	January	10	4.00	5.00	0	
Cala Estreta	Cystoseira mediterranea	1/24/2024	January	10	5.00	5.00	0	
Cala Estreta	Cystoseira mediterranea	1/24/2024	January	10	1.00	1.00	0	
Cala Estreta	Cystoseira mediterranea	1/24/2024	January	10	5.5	6.00	0	
Cala Estreta	Cystoseira mediterranea	1/24/2024	January	10	3.00	3.5	0	
Cala Estreta	Cystoseira mediterranea	1/24/2024	January	10	3.5	4.00	0	
Cala Estreta	Cystoseira mediterranea	1/24/2024	January	10	2.00	3.00	0	
Cala Estreta	Cystoseira mediterranea	1/24/2024	January	11	9.00	10.00	0	
Cala Estreta	Cystoseira mediterranea	1/24/2024	January	11	4.5	6.00	0	
Cala Estreta	Cystoseira mediterranea	1/24/2024	January	11	1.00	2.5	0	
Cala Estreta	Cystoseira mediterranea	1/24/2024	January	11	4.5	6.00	0	
Cala Estreta	Cystoseira mediterranea	1/24/2024	January	11	1.00	2.5	0	
Cala Estreta	Cystoseira mediterranea	1/24/2024	January	11	4.5	6.00	0	
Cala Estreta	Cystoseira mediterranea	1/24/2024	January	12	5.00	7.5	0	
Cala Estreta	Cystoseira mediterranea	1/24/2024	January	12	5.00	6.00	0	
Cala Estreta	Cystoseira mediterranea	1/24/2024	January	12	3.00	5.00	0	
Cala Estreta	Cystoseira mediterranea	1/24/2024	January	12	3.00	5.00	0	
Cala Estreta	Cystoseira mediterranea	1/24/2024	January	12	3.00	5.00	0	
Cala Estreta	Cystoseira mediterranea	1/24/2024	January	12	2.00	2.5	0	
Cala Estreta	Cystoseira mediterranea	1/24/2024	January	12	2.00	3.5	0	
Cala Estreta	Cystoseira mediterranea	1/24/2024	January	13	6.00	7.5	0	
Cala Estreta	Cystoseira mediterranea	1/24/2024	January	13	3.00	3.5	0	
Cala Estreta	Cystoseira mediterranea	1/24/2024	January	13	6.00	6.00	0	
Cala Estreta	Cystoseira mediterranea	1/24/2024	January	13	6.5	6.5	0	
Cala Estreta	Cystoseira mediterranea	1/24/2024	January	13	3.00	3.5	0	
Cala Estreta	Cystoseira mediterranea	1/24/2024	January	14	6.00	10.00	0	
Cala Estreta	Cystoseira mediterranea	1/24/2024	January	14	6.00	8.00	0	
Cala Estreta	Cystoseira mediterranea	1/24/2024	January	14	9.00	6.00	0	
Cala Estreta	Cystoseira mediterranea	1/24/2024	January	14	4.00	5.00	0	
Cala Estreta	Cystoseira mediterranea	1/24/2024	January	14	7.00	8.00	0	
Cala Estreta	Cystoseira mediterranea	1/24/2024	January	14	2.5	4.00	0	
Cala Estreta	Cystoseira mediterranea	1/24/2024	January	15	3.00	5.00	0	
Cala Estreta	Cystoseira mediterranea	1/24/2024	January	15	1.00	2.5	0	
Cala Estreta	Cystoseira mediterranea	1/24/2024	January	15	4.00	6.00	0	
Cala Estreta	Cystoseira mediterranea	1/24/2024	January	15	1.00	3.00	0	
Cala Estreta	Cystoseira mediterranea	1/24/2024	January	15	1.5	3.00	0	
Cala Estreta	Cystoseira mediterranea	1/24/2024	January	15	5.00	6.00	0	
Cala Estreta	Cystoseira mediterranea	1/24/2024	January	16	9.00	9.00	0	
Cala Estreta	Cystoseira mediterranea	1/24/2024	January	16	4.5	6.00	0	
Cala Estreta	Cystoseira mediterranea	1/24/2024	January	16	5.00	7.00	0	
Cala Estreta	Cystoseira mediterranea	1/24/2024	January	16	6.00	8.00	0	
Cala Estreta	Cystoseira mediterranea	1/24/2024	January	16	3.5	4.00	0	
Cala Estreta	Cystoseira mediterranea	1/24/2024	January	16	3.00	4.5	0	
Cala Estreta	Cystoseira mediterranea	1/24/2024	January	16	2.00	3.5	0	
Cala Estreta	Cystoseira mediterranea	1/24/2024	January	17	5.00	7.5	0	
Cala Estreta	Cystoseira mediterranea	1/24/2024	January	17	7.00	8.5	0	
Cala Estreta	Cystoseira mediterranea	1/24/2024	January	17	3.00	6.00	0	
Cala Estreta	Cystoseira mediterranea	1/24/2024	January	17	8.5	9.5	0	
Cala Estreta	Cystoseira mediterranea	1/24/2024	January	17	3.00	5.00	0	
Cala Estreta	Cystoseira mediterranea	1/24/2024	January	18	5.00	5.5	0	
Cala Estreta	Cystoseira mediterranea	1/24/2024	January	18	1.5	3.00	0	
Cala Estreta	Cystoseira mediterranea	1/24/2024	January	18	2.5	4.00	0	
Cala Estreta	Cystoseira mediterranea	1/24/2024	January	18	4.5	5.00	0	
Cala Estreta	Cystoseira mediterranea	1/24/2024	January	18	4.5	5.5	0	
Cala Estreta	Cystoseira mediterranea	1/24/2024	January	18	8.5	9.5	0	
Cala Estreta	Cystoseira mediterranea	1/24/2024	January	18	4.5	5.5	0	
Cala Estreta	Cystoseira mediterranea	1/24/2024	January	19	6.00	7.00	0	
Cala Estreta	Cystoseira mediterranea	1/24/2024	January	19	1.5	2.5	0	
Cala Estreta	Cystoseira mediterranea	1/24/2024	January	19	1.5	2.00	0	
Cala Estreta	Cystoseira mediterranea	1/24/2024	January	19	3.00	3.5	0	
Cala Estreta	Cystoseira mediterranea	1/24/2024	January	19	4.00	5.5	0	
Cala Estreta	Cystoseira mediterranea	1/24/2024	January	19	6.00	7.5	0	
Cala Estreta	Cystoseira mediterranea	1/24/2024	January	19	3.5	5.5	0	
Cala Estreta	Cystoseira mediterranea	1/24/2024	January	19	2.5	4.00	0	
Cala Estreta	Cystoseira mediterranea	1/24/2024	January	20	3.00	4.5	0	
Cala Estreta	Cystoseira mediterranea	1/24/2024	January	20	2.5	3.5	0	
Cala Estreta	Cystoseira mediterranea	1/24/2024	January	20	1.00	3.00	0	
Cala Estreta	Cystoseira mediterranea	1/24/2024	January	20	2.00	3.5	0	
Cala Estreta	Cystoseira mediterranea	1/24/2024	January	20	2.5	4.5	0	
Cala Estreta	Cystoseira mediterranea	1/24/2024	January	20	4.00	5.00	0	
Cala Estreta	Cystoseira mediterranea	1/24/2024	January	20	6.00	7.5	0	
Cala Estreta	Cystoseira mediterranea	3/6/2024	March	1	1	9	0	
Cala Estreta	Cystoseira mediterranea	3/6/2024	March	1	6	11	0	
Cala Estreta	Cystoseira mediterranea	3/6/2024	March	1	1.5	7.5	0	
Cala Estreta	Cystoseira mediterranea	3/6/2024	March	1	1.5	7.3	0	
Cala Estreta	Cystoseira mediterranea	3/6/2024	March	1	1	10	0	
Cala Estreta	Cystoseira mediterranea	3/6/2024	March	1	1	8	0	
Cala Estreta	Cystoseira mediterranea	3/6/2024	March	1	3.5	7	0	
Cala Estreta	Cystoseira mediterranea	3/6/2024	March	1	1	5.5	0	
Cala Estreta	Cystoseira mediterranea	3/6/2024	March	2	3	9	0	
Cala Estreta	Cystoseira mediterranea	3/6/2024	March	2	2	10	0	
Cala Estreta	Cystoseira mediterranea	3/6/2024	March	2	4	11	0	
Cala Estreta	Cystoseira mediterranea	3/6/2024	March	2	1	8.5	0	
Cala Estreta	Cystoseira mediterranea	3/6/2024	March	2	4	11.5	0	
Cala Estreta	Cystoseira mediterranea	3/6/2024	March	2	3	13	0	
Cala Estreta	Cystoseira mediterranea	3/6/2024	March	2	6	14.5	0	
Cala Estreta	Cystoseira mediterranea	3/6/2024	March	3	4	14.5	0	
Cala Estreta	Cystoseira mediterranea	3/6/2024	March	3	3.5	8.5	0	
Cala Estreta	Cystoseira mediterranea	3/6/2024	March	3	6	13.5	0	
Cala Estreta	Cystoseira mediterranea	3/6/2024	March	3	8	19	0	
Cala Estreta	Cystoseira mediterranea	3/6/2024	March	3	5.5	18	0	
Cala Estreta	Cystoseira mediterranea	3/6/2024	March	4	3	12.5	0	
Cala Estreta	Cystoseira mediterranea	3/6/2024	March	4	7	19.5	0	
Cala Estreta	Cystoseira mediterranea	3/6/2024	March	4	2	7	0	
Cala Estreta	Cystoseira mediterranea	3/6/2024	March	5	2	16.5	0	
Cala Estreta	Cystoseira mediterranea	3/6/2024	March	5	4	11	0	
Cala Estreta	Cystoseira mediterranea	3/6/2024	March	5	6	13.5	0	
Cala Estreta	Cystoseira mediterranea	3/6/2024	March	5	5	15.5	0	
Cala Estreta	Cystoseira mediterranea	3/6/2024	March	5	4	11.5	0	
Cala Estreta	Cystoseira mediterranea	3/6/2024	March	6	5	12	0	
Cala Estreta	Cystoseira mediterranea	3/6/2024	March	6	8	11	0	
Cala Estreta	Cystoseira mediterranea	3/6/2024	March	6	5	11.5	0	
Cala Estreta	Cystoseira mediterranea	3/6/2024	March	6	4	8.5	0	
Cala Estreta	Cystoseira mediterranea	3/6/2024	March	6	4	9	0	
Cala Estreta	Cystoseira mediterranea	3/6/2024	March	6	4	8.5	0	
Cala Estreta	Cystoseira mediterranea	3/6/2024	March	7	10	11.5	0	
Cala Estreta	Cystoseira mediterranea	3/6/2024	March	7	7	7.5	0	
Cala Estreta	Cystoseira mediterranea	3/6/2024	March	7	4	5.5	0	
Cala Estreta	Cystoseira mediterranea	3/6/2024	March	7	4	6.5	0	
Cala Estreta	Cystoseira mediterranea	3/6/2024	March	7	4	5.5	0	
Cala Estreta	Cystoseira mediterranea	3/6/2024	March	7	2	11	0	
Cala Estreta	Cystoseira mediterranea	3/6/2024	March	8	8	10	0	
Cala Estreta	Cystoseira mediterranea	3/6/2024	March	8	6	11	0	
Cala Estreta	Cystoseira mediterranea	3/6/2024	March	8	7	11.5	0	
Cala Estreta	Cystoseira mediterranea	3/6/2024	March	8	3	10.5	0	
Cala Estreta	Cystoseira mediterranea	3/6/2024	March	8	3	9	0	
Cala Estreta	Cystoseira mediterranea	3/6/2024	March	8	4	10	0	
Cala Estreta	Cystoseira mediterranea	3/6/2024	March	8	4	11	0	
Cala Estreta	Cystoseira mediterranea	3/6/2024	March	9	2	10.5	0	
Cala Estreta	Cystoseira mediterranea	3/6/2024	March	9	5	12	0	
Cala Estreta	Cystoseira mediterranea	3/6/2024	March	9	4	11	0	
Cala Estreta	Cystoseira mediterranea	3/6/2024	March	9	3	9	0	
Cala Estreta	Cystoseira mediterranea	3/6/2024	March	9	11	12.5	0	
Cala Estreta	Cystoseira mediterranea	3/6/2024	March	9	3	9.5	0	
Cala Estreta	Cystoseira mediterranea	3/6/2024	March	9	3	7	0	
Cala Estreta	Cystoseira mediterranea	3/6/2024	March	10	5	10	0	
Cala Estreta	Cystoseira mediterranea	3/6/2024	March	10	3	8.5	0	
Cala Estreta	Cystoseira mediterranea	3/6/2024	March	10	4	13	0	
Cala Estreta	Cystoseira mediterranea	3/6/2024	March	10	3	10	0	
Cala Estreta	Cystoseira mediterranea	3/6/2024	March	10	5.5	10	0	
Cala Estreta	Cystoseira mediterranea	3/6/2024	March	10	4	9	0	
Cala Estreta	Cystoseira mediterranea	3/6/2024	March	10	3	10	0	
Cala Estreta	Cystoseira mediterranea	3/6/2024	March	10	6	12	0	
Cala Estreta	Cystoseira mediterranea	3/6/2024	March	11	1	10.5	0	
Cala Estreta	Cystoseira mediterranea	3/6/2024	March	11	3	9.5	0	
Cala Estreta	Cystoseira mediterranea	3/6/2024	March	11	4	9	0	
Cala Estreta	Cystoseira mediterranea	3/6/2024	March	11	4	7.5	0	
Cala Estreta	Cystoseira mediterranea	3/6/2024	March	11	5	9	0	
Cala Estreta	Cystoseira mediterranea	3/6/2024	March	11	7	12	0	
Cala Estreta	Cystoseira mediterranea	3/6/2024	March	11	3	9.5	0	
Cala Estreta	Cystoseira mediterranea	3/6/2024	March	11	4	10.5	0	
Cala Estreta	Cystoseira mediterranea	3/6/2024	March	11	5	8.5	0	
Cala Estreta	Cystoseira mediterranea	3/6/2024	March	12	5	13	0	
Cala Estreta	Cystoseira mediterranea	3/6/2024	March	12	6	10	0	
Cala Estreta	Cystoseira mediterranea	3/6/2024	March	12	4	12.5	0	
Cala Estreta	Cystoseira mediterranea	3/6/2024	March	12	5	7	0	
Cala Estreta	Cystoseira mediterranea	3/6/2024	March	12	7	12.5	0	
Cala Estreta	Cystoseira mediterranea	3/6/2024	March	12	6	11	0	
Cala Estreta	Cystoseira mediterranea	3/6/2024	March	12	6.5	10	0	
Cala Estreta	Cystoseira mediterranea	3/6/2024	March	12	5	14	0	
Cala Estreta	Cystoseira mediterranea	3/6/2024	March	13	11	12	0	
Cala Estreta	Cystoseira mediterranea	3/6/2024	March	13	3	9	0	
Cala Estreta	Cystoseira mediterranea	3/6/2024	March	13	3.5	6.5	0	
Cala Estreta	Cystoseira mediterranea	3/6/2024	March	13	4	8	0	
Cala Estreta	Cystoseira mediterranea	3/6/2024	March	13	3	8.5	0	
Cala Estreta	Cystoseira mediterranea	3/6/2024	March	13	4	6	0	
Cala Estreta	Cystoseira mediterranea	3/6/2024	March	13	3	10	0	
Cala Estreta	Cystoseira mediterranea	3/6/2024	March	14	3	5.5	0	
Cala Estreta	Cystoseira mediterranea	3/6/2024	March	14	2	12.5	0	
Cala Estreta	Cystoseira mediterranea	3/6/2024	March	14	2.5	7.5	0	
Cala Estreta	Cystoseira mediterranea	3/6/2024	March	14	6	7	0	
Cala Estreta	Cystoseira mediterranea	3/6/2024	March	14	3	4.5	0	
Cala Estreta	Cystoseira mediterranea	3/6/2024	March	14	3	5.5	0	
Cala Estreta	Cystoseira mediterranea	3/6/2024	March	15	5	7.5	0	
Cala Estreta	Cystoseira mediterranea	3/6/2024	March	15	5	7	0	
Cala Estreta	Cystoseira mediterranea	3/6/2024	March	15	6	9	0	
Cala Estreta	Cystoseira mediterranea	3/6/2024	March	15	5	8	0	
Cala Estreta	Cystoseira mediterranea	3/6/2024	March	15	3	5.5	0	
Cala Estreta	Cystoseira mediterranea	3/6/2024	March	15	4	7.5	0	
Cala Estreta	Cystoseira mediterranea	3/6/2024	March	15	3	6.5	0	
Cala Estreta	Cystoseira mediterranea	3/6/2024	March	15	2.5	8.5	0	
Cala Estreta	Cystoseira mediterranea	3/6/2024	March	15	2	8	0	
Cala Estreta	Cystoseira mediterranea	3/6/2024	March	15	3	7.5	0	
Cala Estreta	Cystoseira mediterranea	3/6/2024	March	15	1	6	0	
Cala Estreta	Cystoseira mediterranea	3/6/2024	March	15	8	8	0	
Cala Estreta	Cystoseira mediterranea	4/16/2024	April	1	3	18	0	
Cala Estreta	Cystoseira mediterranea	4/16/2024	April	1	2	24.5	0	
Cala Estreta	Cystoseira mediterranea	4/16/2024	April	1	2	19.5	0	
Cala Estreta	Cystoseira mediterranea	4/16/2024	April	1	2	13.5	0	
Cala Estreta	Cystoseira mediterranea	4/16/2024	April	1	2	17	0	
Cala Estreta	Cystoseira mediterranea	4/16/2024	April	1	2	15.5	0	
Cala Estreta	Cystoseira mediterranea	4/16/2024	April	2	5	18.5	0	
Cala Estreta	Cystoseira mediterranea	4/16/2024	April	2	3	25	0	
Cala Estreta	Cystoseira mediterranea	4/16/2024	April	2	5	27.5	0	
Cala Estreta	Cystoseira mediterranea	4/16/2024	April	2	8	25	0	
Cala Estreta	Cystoseira mediterranea	4/16/2024	April	3	4.5	23	0	
Cala Estreta	Cystoseira mediterranea	4/16/2024	April	3	3	24.5	0	
Cala Estreta	Cystoseira mediterranea	4/16/2024	April	3	4	24.5	0	
Cala Estreta	Cystoseira mediterranea	4/16/2024	April	3	2	23.5	0	
Cala Estreta	Cystoseira mediterranea	4/16/2024	April	3	5	23	0	
Cala Estreta	Cystoseira mediterranea	4/16/2024	April	3	2	23	0	
Cala Estreta	Cystoseira mediterranea	4/16/2024	April	4	1	29.5	0	
Cala Estreta	Cystoseira mediterranea	4/16/2024	April	4	4	34	0	
Cala Estreta	Cystoseira mediterranea	4/16/2024	April	4	3	21	0	
Cala Estreta	Cystoseira mediterranea	4/16/2024	April	4	7	23	0	
Cala Estreta	Cystoseira mediterranea	4/16/2024	April	4	6	19	0	
Cala Estreta	Cystoseira mediterranea	4/16/2024	April	5	2	23.5	0	
Cala Estreta	Cystoseira mediterranea	4/16/2024	April	5	1	14	0	
Cala Estreta	Cystoseira mediterranea	4/16/2024	April	5	2	17	0	
Cala Estreta	Cystoseira mediterranea	4/16/2024	April	5	3	14	0	
Cala Estreta	Cystoseira mediterranea	4/16/2024	April	5	2	12	0	
Cala Estreta	Cystoseira mediterranea	4/16/2024	April	5	3	14	0	
Cala Estreta	Cystoseira mediterranea	4/16/2024	April	6	5	17	0	
Cala Estreta	Cystoseira mediterranea	4/16/2024	April	6	3	16	0	
Cala Estreta	Cystoseira mediterranea	4/16/2024	April	6	6	21	0	
Cala Estreta	Cystoseira mediterranea	4/16/2024	April	6	4	21	0	
Cala Estreta	Cystoseira mediterranea	4/16/2024	April	6	3	13	0	
Cala Estreta	Cystoseira mediterranea	4/16/2024	April	7	3	20	0	
Cala Estreta	Cystoseira mediterranea	4/16/2024	April	7	6	21	0	
Cala Estreta	Cystoseira mediterranea	4/16/2024	April	7	3	18	0	
Cala Estreta	Cystoseira mediterranea	4/16/2024	April	7	1	19	0	
Cala Estreta	Cystoseira mediterranea	4/16/2024	April	7	4	14	0	
Cala Estreta	Cystoseira mediterranea	4/16/2024	April	8	4	15.5	0	
Cala Estreta	Cystoseira mediterranea	4/16/2024	April	8	3	15	0	
Cala Estreta	Cystoseira mediterranea	4/16/2024	April	8	2	11.5	0	
Cala Estreta	Cystoseira mediterranea	4/16/2024	April	8	3.5	17	0	
Cala Estreta	Cystoseira mediterranea	4/16/2024	April	8	2.5	18	0	
Cala Estreta	Cystoseira mediterranea	4/16/2024	April	8	9.5	19.5	0	
Cala Estreta	Cystoseira mediterranea	4/16/2024	April	8	3.5	18	0	
Cala Estreta	Cystoseira mediterranea	4/16/2024	April	9	6	11.5	0	
Cala Estreta	Cystoseira mediterranea	4/16/2024	April	9	3	14.5	0	
Cala Estreta	Cystoseira mediterranea	4/16/2024	April	9	2	14.5	0	
Cala Estreta	Cystoseira mediterranea	4/16/2024	April	9	3.5	19	0	
Cala Estreta	Cystoseira mediterranea	4/16/2024	April	9	3	24.5	0	
Cala Estreta	Cystoseira mediterranea	4/16/2024	April	9	5	22	0	
Cala Estreta	Cystoseira mediterranea	4/16/2024	April	10	3	19	0	
Cala Estreta	Cystoseira mediterranea	4/16/2024	April	10	3	23.5	0	
Cala Estreta	Cystoseira mediterranea	4/16/2024	April	10	1.5	14	0	
Cala Estreta	Cystoseira mediterranea	4/16/2024	April	10	3.5	24	0	
Cala Estreta	Cystoseira mediterranea	4/16/2024	April	10	2.5	23.5	0	
Cala Estreta	Cystoseira mediterranea	4/16/2024	April	10	3	21	0	
Cala Estreta	Cystoseira mediterranea	4/16/2024	April	11	3	27	0	
Cala Estreta	Cystoseira mediterranea	4/16/2024	April	11	3	27.5	0	
Cala Estreta	Cystoseira mediterranea	4/16/2024	April	11	4	24	0	
Cala Estreta	Cystoseira mediterranea	4/16/2024	April	11	3	19	0	
Cala Estreta	Cystoseira mediterranea	4/16/2024	April	11	2	28	0	
Cala Estreta	Cystoseira mediterranea	4/16/2024	April	12	6	33	0	
Cala Estreta	Cystoseira mediterranea	4/16/2024	April	12	5	31	0	
Cala Estreta	Cystoseira mediterranea	4/16/2024	April	12	5	35.5	0	
Cala Estreta	Cystoseira mediterranea	4/16/2024	April	12	3	25	0	
Cala Estreta	Cystoseira mediterranea	4/16/2024	April	12	2	30.5	0	
Cala Estreta	Cystoseira mediterranea	4/16/2024	April	13	2	13.5	0	
Cala Estreta	Cystoseira mediterranea	4/16/2024	April	13	4	13	0	
Cala Estreta	Cystoseira mediterranea	4/16/2024	April	13	2	13.5	0	
Cala Estreta	Cystoseira mediterranea	4/16/2024	April	13	3	15.5	0	
Cala Estreta	Cystoseira mediterranea	4/16/2024	April	13	2.5	16	0	
Cala Estreta	Cystoseira mediterranea	4/16/2024	April	13	12	16.5	0	
Cala Estreta	Cystoseira mediterranea	4/16/2024	April	13	2.5	10	0	
Cala Estreta	Cystoseira mediterranea	4/16/2024	April	13	2	13	0	
Cala Estreta	Cystoseira mediterranea	4/16/2024	April	13	2	13	0	
Cala Estreta	Cystoseira mediterranea	4/16/2024	April	14	6	12.5	0	
Cala Estreta	Cystoseira mediterranea	4/16/2024	April	14	6.5	18	0	
Cala Estreta	Cystoseira mediterranea	4/16/2024	April	14	2	16	0	
Cala Estreta	Cystoseira mediterranea	4/16/2024	April	14	4	20.5	0	
Cala Estreta	Cystoseira mediterranea	4/16/2024	April	14	7	20	0	
Cala Estreta	Cystoseira mediterranea	4/16/2024	April	14	6	18	0	
Cala Estreta	Cystoseira mediterranea	4/16/2024	April	15	6	13	0	
Cala Estreta	Cystoseira mediterranea	4/16/2024	April	15	4	15.5	0	
Cala Estreta	Cystoseira mediterranea	4/16/2024	April	15	2	12.5	0	
Cala Estreta	Cystoseira mediterranea	4/16/2024	April	15	4	17.5	0	
Cala Estreta	Cystoseira mediterranea	4/16/2024	April	15	3	15.5	0	
Cala Estreta	Cystoseira mediterranea	4/16/2024	April	15	2	15	0	
Cala Estreta	Cystoseira mediterranea	4/16/2024	April	15	2	17	0	
Cala Estreta	Cystoseira mediterranea	4/16/2024	April	16	4	16	0	
Cala Estreta	Cystoseira mediterranea	4/16/2024	April	16	5.5	27	0	
Cala Estreta	Cystoseira mediterranea	4/16/2024	April	16	3	24	0	
Cala Estreta	Cystoseira mediterranea	4/16/2024	April	16	3	24	0	
Cala Estreta	Cystoseira mediterranea	4/16/2024	April	16	2.5	23	0	
Cala Estreta	Cystoseira mediterranea	4/16/2024	April	16	5	26	0	
Cala Estreta	Cystoseira mediterranea	4/16/2024	April	17	2.5	36.5	0	
Cala Estreta	Cystoseira mediterranea	4/16/2024	April	17	4	34	0	
Cala Estreta	Cystoseira mediterranea	4/16/2024	April	17	3	36.5	0	
Cala Estreta	Cystoseira mediterranea	4/16/2024	April	17	5	29	0	
Cala Estreta	Cystoseira mediterranea	4/16/2024	April	17	4.5	26.5	0	
Cala Estreta	Cystoseira mediterranea	4/16/2024	April	17	5	35.5	0	
Cala Estreta	Cystoseira mediterranea	5/9/2024	May	1	3	22	0	
Cala Estreta	Cystoseira mediterranea	5/9/2024	May	1	1	16.7	0	
Cala Estreta	Cystoseira mediterranea	5/9/2024	May	1	1	24.3	0	
Cala Estreta	Cystoseira mediterranea	5/9/2024	May	1	2	20.5	0	
Cala Estreta	Cystoseira mediterranea	5/9/2024	May	1	5.5	31.3	0	
Cala Estreta	Cystoseira mediterranea	5/9/2024	May	1	3	26	0	
Cala Estreta	Cystoseira mediterranea	5/9/2024	May	2	6	36	0	
Cala Estreta	Cystoseira mediterranea	5/9/2024	May	2	4	28.5	0	
Cala Estreta	Cystoseira mediterranea	5/9/2024	May	2	8	23	0	
Cala Estreta	Cystoseira mediterranea	5/9/2024	May	2	4	29	0	
Cala Estreta	Cystoseira mediterranea	5/9/2024	May	2	3.5	26	0	
Cala Estreta	Cystoseira mediterranea	5/9/2024	May	3	1	28.3	0	
Cala Estreta	Cystoseira mediterranea	5/9/2024	May	3	3	29.4	0	
Cala Estreta	Cystoseira mediterranea	5/9/2024	May	3	6	32	0	
Cala Estreta	Cystoseira mediterranea	5/9/2024	May	3	3	30	0	
Cala Estreta	Cystoseira mediterranea	5/9/2024	May	3	6	20	0	
Cala Estreta	Cystoseira mediterranea	5/9/2024	May	3	7.5	29	0	
Cala Estreta	Cystoseira mediterranea	5/9/2024	May	4	3	37	0	
Cala Estreta	Cystoseira mediterranea	5/9/2024	May	4	7	36.3	0	
Cala Estreta	Cystoseira mediterranea	5/9/2024	May	4	7.5	24.3	0	
Cala Estreta	Cystoseira mediterranea	5/9/2024	May	4	6.5	25	0	
Cala Estreta	Cystoseira mediterranea	5/9/2024	May	4	8	39.5	0	
Cala Estreta	Cystoseira mediterranea	5/9/2024	May	5	5	26	0	
Cala Estreta	Cystoseira mediterranea	5/9/2024	May	5	2	27	0	
Cala Estreta	Cystoseira mediterranea	5/9/2024	May	5	8	24	0	
Cala Estreta	Cystoseira mediterranea	5/9/2024	May	5	2.5	13.5	0	
Cala Estreta	Cystoseira mediterranea	5/9/2024	May	5	3	20.5	0	
Cala Estreta	Cystoseira mediterranea	5/9/2024	May	5	2	20	0	
Cala Estreta	Cystoseira mediterranea	5/9/2024	May	6	7	24.5	0	
Cala Estreta	Cystoseira mediterranea	5/9/2024	May	6	3	17.5	0	
Cala Estreta	Cystoseira mediterranea	5/9/2024	May	6	1	19.5	0	
Cala Estreta	Cystoseira mediterranea	5/9/2024	May	6	1	20.5	0	
Cala Estreta	Cystoseira mediterranea	5/9/2024	May	6	2	21	0	
Cala Estreta	Cystoseira mediterranea	5/9/2024	May	6	2	22	0	
Cala Estreta	Cystoseira mediterranea	5/9/2024	May	7	4.5	28	0	
Cala Estreta	Cystoseira mediterranea	5/9/2024	May	7	3.5	23.5	0	
Cala Estreta	Cystoseira mediterranea	5/9/2024	May	7	4.5	22.5	0	
Cala Estreta	Cystoseira mediterranea	5/9/2024	May	7	3.5	25	0	
Cala Estreta	Cystoseira mediterranea	5/9/2024	May	7	2	25.3	0	
Cala Estreta	Cystoseira mediterranea	5/9/2024	May	7	2	19.5	0	
Cala Estreta	Cystoseira mediterranea	5/9/2024	May	8	5	20.3	0	
Cala Estreta	Cystoseira mediterranea	5/9/2024	May	8	4	18	0	
Cala Estreta	Cystoseira mediterranea	5/9/2024	May	8	7	24	0	
Cala Estreta	Cystoseira mediterranea	5/9/2024	May	8	6	26	0	
Cala Estreta	Cystoseira mediterranea	5/9/2024	May	8	9	28.5	0	
Cala Estreta	Cystoseira mediterranea	5/9/2024	May	9	4	30	0	
Cala Estreta	Cystoseira mediterranea	5/9/2024	May	9	4	34.2	0	
Cala Estreta	Cystoseira mediterranea	5/9/2024	May	9	4	33.5	0	
Cala Estreta	Cystoseira mediterranea	5/9/2024	May	9	5	33	0	
Cala Estreta	Cystoseira mediterranea	5/9/2024	May	9	4.5	28	0	
Cala Estreta	Cystoseira mediterranea	5/9/2024	May	10	5.5	34	0	
Cala Estreta	Cystoseira mediterranea	5/9/2024	May	10	2	34	0	
Cala Estreta	Cystoseira mediterranea	5/9/2024	May	10	2	24.5	0	
Cala Estreta	Cystoseira mediterranea	5/9/2024	May	10	3	27	0	
Cala Estreta	Cystoseira mediterranea	5/9/2024	May	10	5	36	0	
Cala Estreta	Cystoseira mediterranea	5/9/2024	May	10	3	31	0	
Cala Estreta	Cystoseira mediterranea	5/9/2024	May	11	3	34	0	
Cala Estreta	Cystoseira mediterranea	5/9/2024	May	11	2	29	0	
Cala Estreta	Cystoseira mediterranea	5/9/2024	May	11	2	37	0	
Cala Estreta	Cystoseira mediterranea	5/9/2024	May	11	4	33.5	0	
Cala Estreta	Cystoseira mediterranea	5/9/2024	May	11	2	36.5	0	
Cala Estreta	Cystoseira mediterranea	5/9/2024	May	11	3	33	0	
Cala Estreta	Cystoseira mediterranea	5/9/2024	May	12	8	21.5	0	
Cala Estreta	Cystoseira mediterranea	5/9/2024	May	12	5	14.5	0	
Cala Estreta	Cystoseira mediterranea	5/9/2024	May	12	6	26.5	0	
Cala Estreta	Cystoseira mediterranea	5/9/2024	May	12	2	27	0	
Cala Estreta	Cystoseira mediterranea	5/9/2024	May	12	5	27	0	
Cala Estreta	Cystoseira mediterranea	5/9/2024	May	12	4	31	0	
Cala Estreta	Cystoseira mediterranea	5/9/2024	May	12	2	29.5	0	
