"Population"	"Species"	"Date"	"Month"	"Quadrat"	"Cauloid_size"	"Leaf_size"	"Fertility"	"Stage"	"Subpopulation"	"Year"	"uniq_id"
"4518"	"Cala Estreta"	"Ericaria mediterranea"	2024-08-29	"August"	"11"	4	26	4	"Adult"	"CE"	2024	"CE_med_Aug_24"
"4519"	"Cala Estreta"	"Ericaria mediterranea"	2024-08-29	"August"	"11"	2	28	4	"Adult"	"CE"	2024	"CE_med_Aug_24"
"4520"	"Cala Estreta"	"Ericaria mediterranea"	2024-08-29	"August"	"11"	3	35	2	"Adult"	"CE"	2024	"CE_med_Aug_24"
"4521"	"Cala Estreta"	"Ericaria mediterranea"	2024-08-29	"August"	"11"	4	48.5	4	"Adult"	"CE"	2024	"CE_med_Aug_24"
"4522"	"Cala Estreta"	"Ericaria mediterranea"	2024-08-29	"August"	"12"	7	34.5	4	"Adult"	"CE"	2024	"CE_med_Aug_24"
"4523"	"Cala Estreta"	"Ericaria mediterranea"	2024-08-29	"August"	"12"	2.5	37	4	"Adult"	"CE"	2024	"CE_med_Aug_24"
"4524"	"Cala Estreta"	"Ericaria mediterranea"	2024-08-29	"August"	"12"	2	35	4	"Adult"	"CE"	2024	"CE_med_Aug_24"
"4525"	"Cala Estreta"	"Ericaria mediterranea"	2024-08-29	"August"	"12"	2.5	33	4	"Adult"	"CE"	2024	"CE_med_Aug_24"
"4526"	"Cala Estreta"	"Ericaria mediterranea"	2024-08-29	"August"	"12"	3	38	4	"Adult"	"CE"	2024	"CE_med_Aug_24"
"4527"	"Cala Estreta"	"Ericaria mediterranea"	2024-08-29	"August"	"12"	2	41.5	4	"Adult"	"CE"	2024	"CE_med_Aug_24"
"4528"	"Cala Estreta"	"Ericaria mediterranea"	2024-08-29	"August"	"13"	6.5	37	4	"Adult"	"CE"	2024	"CE_med_Aug_24"
"4529"	"Cala Estreta"	"Ericaria mediterranea"	2024-08-29	"August"	"13"	4	34.5	4	"Adult"	"CE"	2024	"CE_med_Aug_24"
"4530"	"Cala Estreta"	"Ericaria mediterranea"	2024-08-29	"August"	"13"	6	30	4	"Adult"	"CE"	2024	"CE_med_Aug_24"
"4531"	"Cala Estreta"	"Ericaria mediterranea"	2024-08-29	"August"	"13"	4.5	27	4	"Adult"	"CE"	2024	"CE_med_Aug_24"
"4532"	"Cala Estreta"	"Ericaria mediterranea"	2024-08-29	"August"	"13"	4	37.5	4	"Adult"	"CE"	2024	"CE_med_Aug_24"
"4533"	"Cala Estreta"	"Ericaria mediterranea"	2024-08-29	"August"	"13"	3.5	31	4	"Adult"	"CE"	2024	"CE_med_Aug_24"
"4534"	"Cala Estreta"	"Ericaria mediterranea"	2024-08-29	"August"	"13"	2	35	4	"Adult"	"CE"	2024	"CE_med_Aug_24"
"4535"	"Cala Estreta"	"Ericaria mediterranea"	2024-08-29	"August"	"13"	5	32	4	"Adult"	"CE"	2024	"CE_med_Aug_24"
"4536"	"Cala Estreta"	"Ericaria mediterranea"	2024-08-29	"August"	"13"	4	39	4	"Adult"	"CE"	2024	"CE_med_Aug_24"
"4537"	"Cala Estreta"	"Ericaria mediterranea"	2024-09-30	"September"	"1"	9.5	9.5	0	"Adult"	"CE"	2024	"CE_med_Sep_24"
"4538"	"Cala Estreta"	"Ericaria mediterranea"	2024-09-30	"September"	"1"	2.5	17.5	0	"Adult"	"CE"	2024	"CE_med_Sep_24"
"4539"	"Cala Estreta"	"Ericaria mediterranea"	2024-09-30	"September"	"1"	3	13.5	0	"Adult"	"CE"	2024	"CE_med_Sep_24"
"4540"	"Cala Estreta"	"Ericaria mediterranea"	2024-09-30	"September"	"1"	6	36.5	1	"Adult"	"CE"	2024	"CE_med_Sep_24"
"4541"	"Cala Estreta"	"Ericaria mediterranea"	2024-09-30	"September"	"1"	2	24	1	"Adult"	"CE"	2024	"CE_med_Sep_24"
"4542"	"Cala Estreta"	"Ericaria mediterranea"	2024-09-30	"September"	"1"	2	23	1	"Adult"	"CE"	2024	"CE_med_Sep_24"
"4543"	"Cala Estreta"	"Ericaria mediterranea"	2024-09-30	"September"	"2"	3	16	0	"Adult"	"CE"	2024	"CE_med_Sep_24"
"4544"	"Cala Estreta"	"Ericaria mediterranea"	2024-09-30	"September"	"2"	4	18	0	"Adult"	"CE"	2024	"CE_med_Sep_24"
"4545"	"Cala Estreta"	"Ericaria mediterranea"	2024-09-30	"September"	"2"	6	23	1	"Adult"	"CE"	2024	"CE_med_Sep_24"
"4546"	"Cala Estreta"	"Ericaria mediterranea"	2024-09-30	"September"	"2"	6	26	0	"Adult"	"CE"	2024	"CE_med_Sep_24"
"4547"	"Cala Estreta"	"Ericaria mediterranea"	2024-09-30	"September"	"2"	3	28	0	"Adult"	"CE"	2024	"CE_med_Sep_24"
"4548"	"Cala Estreta"	"Ericaria mediterranea"	2024-09-30	"September"	"2"	4	27	0	"Adult"	"CE"	2024	"CE_med_Sep_24"
"4549"	"Cala Estreta"	"Ericaria mediterranea"	2024-09-30	"September"	"2"	2	19	0	"Adult"	"CE"	2024	"CE_med_Sep_24"
"4550"	"Cala Estreta"	"Ericaria mediterranea"	2024-09-30	"September"	"2"	6	28	0	"Adult"	"CE"	2024	"CE_med_Sep_24"
"4551"	"Cala Estreta"	"Ericaria mediterranea"	2024-09-30	"September"	"2"	5	19	0	"Adult"	"CE"	2024	"CE_med_Sep_24"
"4552"	"Cala Estreta"	"Ericaria mediterranea"	2024-09-30	"September"	"3"	9	26	0	"Adult"	"CE"	2024	"CE_med_Sep_24"
"4553"	"Cala Estreta"	"Ericaria mediterranea"	2024-09-30	"September"	"3"	3	12	0	"Adult"	"CE"	2024	"CE_med_Sep_24"
"4554"	"Cala Estreta"	"Ericaria mediterranea"	2024-09-30	"September"	"3"	3	14	0	"Adult"	"CE"	2024	"CE_med_Sep_24"
"4555"	"Cala Estreta"	"Ericaria mediterranea"	2024-09-30	"September"	"3"	3.5	20.5	0	"Adult"	"CE"	2024	"CE_med_Sep_24"
"4556"	"Cala Estreta"	"Ericaria mediterranea"	2024-09-30	"September"	"3"	5	28	0	"Adult"	"CE"	2024	"CE_med_Sep_24"
"4557"	"Cala Estreta"	"Ericaria mediterranea"	2024-09-30	"September"	"3"	2	27.5	1	"Adult"	"CE"	2024	"CE_med_Sep_24"
"4558"	"Cala Estreta"	"Ericaria mediterranea"	2024-09-30	"September"	"3"	3	23	0	"Adult"	"CE"	2024	"CE_med_Sep_24"
"4559"	"Cala Estreta"	"Ericaria mediterranea"	2024-09-30	"September"	"3"	2.5	22.5	1	"Adult"	"CE"	2024	"CE_med_Sep_24"
"4560"	"Cala Estreta"	"Ericaria mediterranea"	2024-09-30	"September"	"3"	3	40	1	"Adult"	"CE"	2024	"CE_med_Sep_24"
"4561"	"Cala Estreta"	"Ericaria mediterranea"	2024-09-30	"September"	"4"	5	19	0	"Adult"	"CE"	2024	"CE_med_Sep_24"
"4562"	"Cala Estreta"	"Ericaria mediterranea"	2024-09-30	"September"	"4"	4	17	0	"Adult"	"CE"	2024	"CE_med_Sep_24"
"4563"	"Cala Estreta"	"Ericaria mediterranea"	2024-09-30	"September"	"4"	3	15	0	"Adult"	"CE"	2024	"CE_med_Sep_24"
"4564"	"Cala Estreta"	"Ericaria mediterranea"	2024-09-30	"September"	"4"	3	31.5	0	"Adult"	"CE"	2024	"CE_med_Sep_24"
"4565"	"Cala Estreta"	"Ericaria mediterranea"	2024-09-30	"September"	"4"	3	17.5	1	"Adult"	"CE"	2024	"CE_med_Sep_24"
"4566"	"Cala Estreta"	"Ericaria mediterranea"	2024-09-30	"September"	"4"	2	17	0	"Adult"	"CE"	2024	"CE_med_Sep_24"
"4567"	"Cala Estreta"	"Ericaria mediterranea"	2024-09-30	"September"	"4"	6	27	1	"Adult"	"CE"	2024	"CE_med_Sep_24"
"4568"	"Cala Estreta"	"Ericaria mediterranea"	2024-09-30	"September"	"5"	4	24	0	"Adult"	"CE"	2024	"CE_med_Sep_24"
"4569"	"Cala Estreta"	"Ericaria mediterranea"	2024-09-30	"September"	"5"	3	21	0	"Adult"	"CE"	2024	"CE_med_Sep_24"
"4570"	"Cala Estreta"	"Ericaria mediterranea"	2024-09-30	"September"	"5"	4	30	0	"Adult"	"CE"	2024	"CE_med_Sep_24"
"4571"	"Cala Estreta"	"Ericaria mediterranea"	2024-09-30	"September"	"5"	4	18	0	"Adult"	"CE"	2024	"CE_med_Sep_24"
"4572"	"Cala Estreta"	"Ericaria mediterranea"	2024-09-30	"September"	"5"	5	33	1	"Adult"	"CE"	2024	"CE_med_Sep_24"
"4573"	"Cala Estreta"	"Ericaria mediterranea"	2024-09-30	"September"	"5"	2	22	0	"Adult"	"CE"	2024	"CE_med_Sep_24"
"4574"	"Cala Estreta"	"Ericaria mediterranea"	2024-09-30	"September"	"5"	3	12	0	"Adult"	"CE"	2024	"CE_med_Sep_24"
"4575"	"Cala Estreta"	"Ericaria mediterranea"	2024-09-30	"September"	"5"	3	6	0	"Adult"	"CE"	2024	"CE_med_Sep_24"
"4576"	"Cala Estreta"	"Ericaria mediterranea"	2024-09-30	"September"	"6"	3.5	24	1	"Adult"	"CE"	2024	"CE_med_Sep_24"
"4577"	"Cala Estreta"	"Ericaria mediterranea"	2024-09-30	"September"	"6"	3	20.5	0	"Adult"	"CE"	2024	"CE_med_Sep_24"
"4578"	"Cala Estreta"	"Ericaria mediterranea"	2024-09-30	"September"	"6"	4	17	0	"Adult"	"CE"	2024	"CE_med_Sep_24"
"4579"	"Cala Estreta"	"Ericaria mediterranea"	2024-09-30	"September"	"6"	8	24	0	"Adult"	"CE"	2024	"CE_med_Sep_24"
"4580"	"Cala Estreta"	"Ericaria mediterranea"	2024-09-30	"September"	"6"	6	30	1	"Adult"	"CE"	2024	"CE_med_Sep_24"
"4581"	"Cala Estreta"	"Ericaria mediterranea"	2024-09-30	"September"	"6"	7	14	0	"Adult"	"CE"	2024	"CE_med_Sep_24"
"4582"	"Cala Estreta"	"Ericaria mediterranea"	2024-09-30	"September"	"6"	3	21	0	"Adult"	"CE"	2024	"CE_med_Sep_24"
"4583"	"Cala Estreta"	"Ericaria mediterranea"	2024-09-30	"September"	"7"	6.5	30.5	1	"Adult"	"CE"	2024	"CE_med_Sep_24"
"4584"	"Cala Estreta"	"Ericaria mediterranea"	2024-09-30	"September"	"7"	9	30	2	"Adult"	"CE"	2024	"CE_med_Sep_24"
"4585"	"Cala Estreta"	"Ericaria mediterranea"	2024-09-30	"September"	"7"	6	26	1	"Adult"	"CE"	2024	"CE_med_Sep_24"
"4586"	"Cala Estreta"	"Ericaria mediterranea"	2024-09-30	"September"	"7"	2	15	1	"Adult"	"CE"	2024	"CE_med_Sep_24"
"4587"	"Cala Estreta"	"Ericaria mediterranea"	2024-09-30	"September"	"7"	3.5	21.5	0	"Adult"	"CE"	2024	"CE_med_Sep_24"
"4588"	"Cala Estreta"	"Ericaria mediterranea"	2024-09-30	"September"	"7"	3	22.5	1	"Adult"	"CE"	2024	"CE_med_Sep_24"
"4589"	"Cala Estreta"	"Ericaria mediterranea"	2024-09-30	"September"	"8"	3	18	0	"Adult"	"CE"	2024	"CE_med_Sep_24"
"4590"	"Cala Estreta"	"Ericaria mediterranea"	2024-09-30	"September"	"8"	6	9	0	"Adult"	"CE"	2024	"CE_med_Sep_24"
"4591"	"Cala Estreta"	"Ericaria mediterranea"	2024-09-30	"September"	"8"	5	10	0	"Adult"	"CE"	2024	"CE_med_Sep_24"
"4592"	"Cala Estreta"	"Ericaria mediterranea"	2024-09-30	"September"	"8"	4	11	0	"Adult"	"CE"	2024	"CE_med_Sep_24"
"4593"	"Cala Estreta"	"Ericaria mediterranea"	2024-09-30	"September"	"8"	3	18	0	"Adult"	"CE"	2024	"CE_med_Sep_24"
"4594"	"Cala Estreta"	"Ericaria mediterranea"	2024-09-30	"September"	"8"	2	15	0	"Adult"	"CE"	2024	"CE_med_Sep_24"
"4595"	"Cala Estreta"	"Ericaria mediterranea"	2024-09-30	"September"	"8"	3	23	0	"Adult"	"CE"	2024	"CE_med_Sep_24"
"4596"	"Cala Estreta"	"Ericaria mediterranea"	2024-09-30	"September"	"8"	4	26	0	"Adult"	"CE"	2024	"CE_med_Sep_24"
"4597"	"Cala Estreta"	"Ericaria mediterranea"	2024-09-30	"September"	"9"	3	10	0	"Adult"	"CE"	2024	"CE_med_Sep_24"
"4598"	"Cala Estreta"	"Ericaria mediterranea"	2024-09-30	"September"	"9"	2	13.5	0	"Adult"	"CE"	2024	"CE_med_Sep_24"
"4599"	"Cala Estreta"	"Ericaria mediterranea"	2024-09-30	"September"	"9"	3	16	0	"Adult"	"CE"	2024	"CE_med_Sep_24"
"4600"	"Cala Estreta"	"Ericaria mediterranea"	2024-09-30	"September"	"9"	5	12	0	"Adult"	"CE"	2024	"CE_med_Sep_24"
"4601"	"Cala Estreta"	"Ericaria mediterranea"	2024-09-30	"September"	"9"	3	32.5	1	"Adult"	"CE"	2024	"CE_med_Sep_24"
"4602"	"Cala Estreta"	"Ericaria mediterranea"	2024-09-30	"September"	"9"	4	30.5	1	"Adult"	"CE"	2024	"CE_med_Sep_24"
"4603"	"Cala Estreta"	"Ericaria mediterranea"	2024-09-30	"September"	"9"	5	38	0	"Adult"	"CE"	2024	"CE_med_Sep_24"
"4604"	"Cala Estreta"	"Ericaria mediterranea"	2024-09-30	"September"	"9"	6.5	35	0	"Adult"	"CE"	2024	"CE_med_Sep_24"
"4605"	"Cala Estreta"	"Ericaria mediterranea"	2024-09-30	"September"	"9"	6	35.5	0	"Adult"	"CE"	2024	"CE_med_Sep_24"
"4606"	"Cala Estreta"	"Ericaria mediterranea"	2024-09-30	"September"	"10"	2	9	0	"Adult"	"CE"	2024	"CE_med_Sep_24"
"4607"	"Cala Estreta"	"Ericaria mediterranea"	2024-09-30	"September"	"10"	4	27	0	"Adult"	"CE"	2024	"CE_med_Sep_24"
"4608"	"Cala Estreta"	"Ericaria mediterranea"	2024-09-30	"September"	"10"	5	31	0	"Adult"	"CE"	2024	"CE_med_Sep_24"
"4609"	"Cala Estreta"	"Ericaria mediterranea"	2024-09-30	"September"	"10"	5	22	0	"Adult"	"CE"	2024	"CE_med_Sep_24"
"4610"	"Cala Estreta"	"Ericaria mediterranea"	2024-09-30	"September"	"10"	5	32	0	"Adult"	"CE"	2024	"CE_med_Sep_24"
"4611"	"Cala Estreta"	"Ericaria mediterranea"	2024-09-30	"September"	"10"	4	35	0	"Adult"	"CE"	2024	"CE_med_Sep_24"
"4612"	"Cala Estreta"	"Ericaria mediterranea"	2024-09-30	"September"	"10"	4	39	0	"Adult"	"CE"	2024	"CE_med_Sep_24"
"4613"	"Cala Estreta"	"Ericaria mediterranea"	2024-09-30	"September"	"11"	4.5	22	0	"Adult"	"CE"	2024	"CE_med_Sep_24"
"4614"	"Cala Estreta"	"Ericaria mediterranea"	2024-09-30	"September"	"11"	3	34.5	0	"Adult"	"CE"	2024	"CE_med_Sep_24"
"4615"	"Cala Estreta"	"Ericaria mediterranea"	2024-09-30	"September"	"11"	2	22	0	"Adult"	"CE"	2024	"CE_med_Sep_24"
"4616"	"Cala Estreta"	"Ericaria mediterranea"	2024-09-30	"September"	"11"	5	26.5	0	"Adult"	"CE"	2024	"CE_med_Sep_24"
"4617"	"Cala Estreta"	"Ericaria mediterranea"	2024-09-30	"September"	"11"	5.5	17.5	0	"Adult"	"CE"	2024	"CE_med_Sep_24"
"4618"	"Cala Estreta"	"Ericaria mediterranea"	2024-09-30	"September"	"11"	7.5	9.5	0	"Adult"	"CE"	2024	"CE_med_Sep_24"
"4619"	"Cala Estreta"	"Ericaria mediterranea"	2024-09-30	"September"	"11"	5	10	0	"Adult"	"CE"	2024	"CE_med_Sep_24"
"4620"	"Cala Estreta"	"Ericaria mediterranea"	2024-09-30	"September"	"11"	5	25	0	"Adult"	"CE"	2024	"CE_med_Sep_24"
"4621"	"Cala Estreta"	"Ericaria mediterranea"	2024-09-30	"September"	"12"	4	27	0	"Adult"	"CE"	2024	"CE_med_Sep_24"
"4622"	"Cala Estreta"	"Ericaria mediterranea"	2024-09-30	"September"	"12"	3	35	0	"Adult"	"CE"	2024	"CE_med_Sep_24"
"4623"	"Cala Estreta"	"Ericaria mediterranea"	2024-09-30	"September"	"12"	4	8	0	"Adult"	"CE"	2024	"CE_med_Sep_24"
"4624"	"Cala Estreta"	"Ericaria mediterranea"	2024-09-30	"September"	"12"	5	14	0	"Adult"	"CE"	2024	"CE_med_Sep_24"
"4625"	"Cala Estreta"	"Ericaria mediterranea"	2024-09-30	"September"	"12"	4	31	0	"Adult"	"CE"	2024	"CE_med_Sep_24"
"4626"	"Cala Estreta"	"Ericaria mediterranea"	2024-09-30	"September"	"12"	3	3	0	"Adult"	"CE"	2024	"CE_med_Sep_24"
"4627"	"Cala Estreta"	"Ericaria mediterranea"	2024-09-30	"September"	"12"	2	6	0	"Adult"	"CE"	2024	"CE_med_Sep_24"
"4628"	"Cala Estreta"	"Ericaria mediterranea"	2024-09-30	"September"	"13"	10	23	0	"Adult"	"CE"	2024	"CE_med_Sep_24"
"4629"	"Cala Estreta"	"Ericaria mediterranea"	2024-09-30	"September"	"13"	10	16.5	0	"Adult"	"CE"	2024	"CE_med_Sep_24"
"4630"	"Cala Estreta"	"Ericaria mediterranea"	2024-09-30	"September"	"13"	2	17	0	"Adult"	"CE"	2024	"CE_med_Sep_24"
"4631"	"Cala Estreta"	"Ericaria mediterranea"	2024-09-30	"September"	"13"	10	18.5	0	"Adult"	"CE"	2024	"CE_med_Sep_24"
"4632"	"Cala Estreta"	"Ericaria mediterranea"	2024-09-30	"September"	"13"	2	25	0	"Adult"	"CE"	2024	"CE_med_Sep_24"
"4633"	"Cala Estreta"	"Ericaria mediterranea"	2024-09-30	"September"	"13"	4.5	4.5	0	"Adult"	"CE"	2024	"CE_med_Sep_24"
"4634"	"Cala Estreta"	"Ericaria mediterranea"	2024-09-30	"September"	"13"	2	13	0	"Adult"	"CE"	2024	"CE_med_Sep_24"
"4635"	"Cala Estreta"	"Ericaria mediterranea"	2024-09-30	"September"	"14"	10	33	0	"Adult"	"CE"	2024	"CE_med_Sep_24"
"4636"	"Cala Estreta"	"Ericaria mediterranea"	2024-09-30	"September"	"14"	4	13.5	0	"Adult"	"CE"	2024	"CE_med_Sep_24"
"4637"	"Cala Estreta"	"Ericaria mediterranea"	2024-09-30	"September"	"14"	5	26	0	"Adult"	"CE"	2024	"CE_med_Sep_24"
"4638"	"Cala Estreta"	"Ericaria mediterranea"	2024-09-30	"September"	"14"	5	12	0	"Adult"	"CE"	2024	"CE_med_Sep_24"
"4639"	"Cala Estreta"	"Ericaria mediterranea"	2024-09-30	"September"	"14"	2	12.5	0	"Adult"	"CE"	2024	"CE_med_Sep_24"
"4640"	"Cala Estreta"	"Ericaria mediterranea"	2024-09-30	"September"	"14"	3	27	0	"Adult"	"CE"	2024	"CE_med_Sep_24"
"4641"	"Cala Estreta"	"Ericaria mediterranea"	2024-09-30	"September"	"14"	5	27	0	"Adult"	"CE"	2024	"CE_med_Sep_24"
"4642"	"Cala Estreta"	"Ericaria mediterranea"	2024-09-30	"September"	"14"	10	14	0	"Adult"	"CE"	2024	"CE_med_Sep_24"
"4643"	"Cala Estreta"	"Ericaria mediterranea"	2024-11-27	"November"	"1"	8	NA	0	"Adult"	"CE"	2024	"CE_med_Nov_24"
"4644"	"Cala Estreta"	"Ericaria mediterranea"	2024-11-27	"November"	"1"	7	NA	0	"Adult"	"CE"	2024	"CE_med_Nov_24"
"4645"	"Cala Estreta"	"Ericaria mediterranea"	2024-11-27	"November"	"1"	4	NA	0	"Adult"	"CE"	2024	"CE_med_Nov_24"
"4646"	"Cala Estreta"	"Ericaria mediterranea"	2024-11-27	"November"	"2"	6	NA	0	"Adult"	"CE"	2024	"CE_med_Nov_24"
"4647"	"Cala Estreta"	"Ericaria mediterranea"	2024-11-27	"November"	"2"	5	NA	0	"Adult"	"CE"	2024	"CE_med_Nov_24"
"4648"	"Cala Estreta"	"Ericaria mediterranea"	2024-11-27	"November"	"2"	4	NA	0	"Adult"	"CE"	2024	"CE_med_Nov_24"
"4649"	"Cala Estreta"	"Ericaria mediterranea"	2024-11-27	"November"	"2"	4.5	NA	0	"Adult"	"CE"	2024	"CE_med_Nov_24"
"4650"	"Cala Estreta"	"Ericaria mediterranea"	2024-11-27	"November"	"3"	6.5	NA	0	"Adult"	"CE"	2024	"CE_med_Nov_24"
"4651"	"Cala Estreta"	"Ericaria mediterranea"	2024-11-27	"November"	"3"	5	NA	0	"Adult"	"CE"	2024	"CE_med_Nov_24"
"4652"	"Cala Estreta"	"Ericaria mediterranea"	2024-11-27	"November"	"3"	3	NA	0	"Adult"	"CE"	2024	"CE_med_Nov_24"
"4653"	"Cala Estreta"	"Ericaria mediterranea"	2024-11-27	"November"	"3"	3	NA	0	"Adult"	"CE"	2024	"CE_med_Nov_24"
"4654"	"Cala Estreta"	"Ericaria mediterranea"	2024-11-27	"November"	"4"	7	NA	0	"Adult"	"CE"	2024	"CE_med_Nov_24"
"4655"	"Cala Estreta"	"Ericaria mediterranea"	2024-11-27	"November"	"4"	5	NA	0	"Adult"	"CE"	2024	"CE_med_Nov_24"
"4656"	"Cala Estreta"	"Ericaria mediterranea"	2024-11-27	"November"	"5"	8	NA	0	"Adult"	"CE"	2024	"CE_med_Nov_24"
"4657"	"Cala Estreta"	"Ericaria mediterranea"	2024-11-27	"November"	"5"	5	NA	0	"Adult"	"CE"	2024	"CE_med_Nov_24"
"4658"	"Cala Estreta"	"Ericaria mediterranea"	2024-11-27	"November"	"5"	8	NA	0	"Adult"	"CE"	2024	"CE_med_Nov_24"
"4659"	"Cala Estreta"	"Ericaria mediterranea"	2024-11-27	"November"	"5"	6	NA	0	"Adult"	"CE"	2024	"CE_med_Nov_24"
"4660"	"Cala Estreta"	"Ericaria mediterranea"	2024-11-27	"November"	"5"	5	NA	0	"Adult"	"CE"	2024	"CE_med_Nov_24"
"4661"	"Cala Estreta"	"Ericaria mediterranea"	2024-11-27	"November"	"6"	7	NA	0	"Adult"	"CE"	2024	"CE_med_Nov_24"
"4662"	"Cala Estreta"	"Ericaria mediterranea"	2024-11-27	"November"	"6"	4	NA	0	"Adult"	"CE"	2024	"CE_med_Nov_24"
"4663"	"Cala Estreta"	"Ericaria mediterranea"	2024-11-27	"November"	"6"	6.5	NA	0	"Adult"	"CE"	2024	"CE_med_Nov_24"
"4664"	"Cala Estreta"	"Ericaria mediterranea"	2024-11-27	"November"	"6"	9	NA	0	"Adult"	"CE"	2024	"CE_med_Nov_24"
"4665"	"Cala Estreta"	"Ericaria mediterranea"	2024-11-27	"November"	"6"	5	NA	0	"Adult"	"CE"	2024	"CE_med_Nov_24"
"4666"	"Cala Estreta"	"Ericaria mediterranea"	2024-11-27	"November"	"7"	6	NA	0	"Adult"	"CE"	2024	"CE_med_Nov_24"
"4667"	"Cala Estreta"	"Ericaria mediterranea"	2024-11-27	"November"	"7"	5	NA	0	"Adult"	"CE"	2024	"CE_med_Nov_24"
"4668"	"Cala Estreta"	"Ericaria mediterranea"	2024-11-27	"November"	"7"	3	NA	0	"Adult"	"CE"	2024	"CE_med_Nov_24"
"4669"	"Cala Estreta"	"Ericaria mediterranea"	2024-11-27	"November"	"7"	3	NA	0	"Adult"	"CE"	2024	"CE_med_Nov_24"
"4670"	"Cala Estreta"	"Ericaria mediterranea"	2024-11-27	"November"	"7"	2.5	NA	0	"Adult"	"CE"	2024	"CE_med_Nov_24"
"4671"	"Cala Estreta"	"Ericaria mediterranea"	2024-11-27	"November"	"8"	13	NA	0	"Adult"	"CE"	2024	"CE_med_Nov_24"
"4672"	"Cala Estreta"	"Ericaria mediterranea"	2024-11-27	"November"	"8"	3	NA	0	"Adult"	"CE"	2024	"CE_med_Nov_24"
"4673"	"Cala Estreta"	"Ericaria mediterranea"	2024-11-27	"November"	"8"	3	NA	0	"Adult"	"CE"	2024	"CE_med_Nov_24"
"4674"	"Cala Estreta"	"Ericaria mediterranea"	2024-11-27	"November"	"8"	3	NA	0	"Adult"	"CE"	2024	"CE_med_Nov_24"
"4675"	"Cala Estreta"	"Ericaria mediterranea"	2024-11-27	"November"	"8"	4	NA	0	"Adult"	"CE"	2024	"CE_med_Nov_24"
"4676"	"Cala Estreta"	"Ericaria mediterranea"	2024-11-27	"November"	"8"	4	NA	0	"Adult"	"CE"	2024	"CE_med_Nov_24"
"4677"	"Cala Estreta"	"Ericaria mediterranea"	2024-11-27	"November"	"9"	7	NA	0	"Adult"	"CE"	2024	"CE_med_Nov_24"
"4678"	"Cala Estreta"	"Ericaria mediterranea"	2024-11-27	"November"	"9"	3	NA	0	"Adult"	"CE"	2024	"CE_med_Nov_24"
"4679"	"Cala Estreta"	"Ericaria mediterranea"	2024-11-27	"November"	"9"	3	NA	0	"Adult"	"CE"	2024	"CE_med_Nov_24"
"4680"	"Cala Estreta"	"Ericaria mediterranea"	2024-11-27	"November"	"9"	2	NA	0	"Adult"	"CE"	2024	"CE_med_Nov_24"
"4681"	"Cala Estreta"	"Ericaria mediterranea"	2024-11-27	"November"	"9"	2.5	NA	0	"Adult"	"CE"	2024	"CE_med_Nov_24"
"4682"	"Cala Estreta"	"Ericaria mediterranea"	2024-11-27	"November"	"9"	5	NA	0	"Adult"	"CE"	2024	"CE_med_Nov_24"
"4683"	"Cala Estreta"	"Ericaria mediterranea"	2024-11-27	"November"	"10"	6	NA	0	"Adult"	"CE"	2024	"CE_med_Nov_24"
"4684"	"Cala Estreta"	"Ericaria mediterranea"	2024-11-27	"November"	"10"	3	NA	0	"Adult"	"CE"	2024	"CE_med_Nov_24"
"4685"	"Cala Estreta"	"Ericaria mediterranea"	2024-11-27	"November"	"10"	3	NA	0	"Adult"	"CE"	2024	"CE_med_Nov_24"
"4686"	"Cala Estreta"	"Ericaria mediterranea"	2024-11-27	"November"	"10"	5	NA	0	"Adult"	"CE"	2024	"CE_med_Nov_24"
"4687"	"Cala Estreta"	"Ericaria mediterranea"	2024-11-27	"November"	"10"	3	NA	0	"Adult"	"CE"	2024	"CE_med_Nov_24"
"4688"	"Cala Estreta"	"Ericaria mediterranea"	2024-11-27	"November"	"10"	5	NA	0	"Adult"	"CE"	2024	"CE_med_Nov_24"
"4689"	"Cala Estreta"	"Ericaria mediterranea"	2024-11-27	"November"	"10"	6	NA	0	"Adult"	"CE"	2024	"CE_med_Nov_24"
"4690"	"Cala Estreta"	"Ericaria mediterranea"	2024-11-27	"November"	"10"	3	NA	0	"Adult"	"CE"	2024	"CE_med_Nov_24"
"4691"	"Cala Estreta"	"Ericaria mediterranea"	2024-11-27	"November"	"10"	4	NA	0	"Adult"	"CE"	2024	"CE_med_Nov_24"
"4692"	"Cala Estreta"	"Ericaria mediterranea"	2024-11-27	"November"	"10"	3	NA	0	"Adult"	"CE"	2024	"CE_med_Nov_24"
"4693"	"Cala Estreta"	"Ericaria mediterranea"	2024-11-27	"November"	"11"	2	NA	0	"Adult"	"CE"	2024	"CE_med_Nov_24"
"4694"	"Cala Estreta"	"Ericaria mediterranea"	2024-11-27	"November"	"11"	2	NA	0	"Adult"	"CE"	2024	"CE_med_Nov_24"
"4695"	"Cala Estreta"	"Ericaria mediterranea"	2024-11-27	"November"	"11"	2	NA	0	"Adult"	"CE"	2024	"CE_med_Nov_24"
"4696"	"Cala Estreta"	"Ericaria mediterranea"	2024-11-27	"November"	"11"	1	NA	0	"Adult"	"CE"	2024	"CE_med_Nov_24"
"4697"	"Cala Estreta"	"Ericaria mediterranea"	2024-11-27	"November"	"11"	1	NA	0	"Adult"	"CE"	2024	"CE_med_Nov_24"
